        1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
        1,        2,        2,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
        1,        3,        5,        5,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
        1,        4,        9,       14,       14,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
        1,        5,       14,       28,       42,       42,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
        1,        6,       20,       48,       90,      132,      132,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
        1,        7,       27,       75,      165,      297,      429,      429,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
        1,        8,       35,      110,      275,      572,      959,     1214,      785,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
        1,        9,       44,      154,      429,     1001,     1918,     2916,     3098,     1884,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
        1,       10,       54,      208,      637,     1638,     3514,     6172,     8409,     8302,     4775,        0,        0,        0,        0,        0,        0,        0,        0,        0
        1,       11,       65,      273,      910,     2548,     6020,    11892,    19140,    24290,    22596,    12222,        0,        0,        0,        0,        0,        0,        0,        0
        1,       12,       77,      350,     1260,     3808,     9786,    21336,    38973,    58608,    70080,    61392,    30696,        0,        0,        0,        0,        0,        0,        0
        1,       13,       90,      440,     1700,     5508,    15252,    36204,    73290,   125356,   177770,   200586,   163774,    72878,        0,        0,        0,        0,        0,        0
        1,       14,      104,      544,     2244,     7752,    22962,    58740,   129717,   246218,   397467,   532956,   565889,   428118,   178269,        0,        0,        0,        0,        0
        1,       15,      119,      663,     2907,    10659,    33579,    91851,   218787,   453369,   812679,  1242381,  1575939,  1573929,  1122153,   440499,        0,        0,        0,        0
        1,       16,      135,      798,     3705,    14364,    47901,   139242,   354738,   793180,  1552775,  2638818,  3827852,  4599364,  4353603,  2941622,  1089112,        0,        0,        0
        1,       17,      152,      950,     4655,    19019,    66878,   205568,   556463,  1330873,  2811794,  5222420,  8436939, 11636933, 13304180, 11984982,  7687481,  2680283,        0,        0
        1,       18,      170,     1120,     5775,    24794,    91630,   296604,   848630,  2156296,  4873029,  9772196, 17274313, 26595198, 34996046, 38193964, 32811573, 19987118,  6562030,        0
        1,       19,      189,     1309,     7084,    31878,   123466,   419434,  1262991,  3391007,  8140695, 17466297, 33360958, 56280364, 82816266,104259090,108849524, 89282970, 51724290, 16118798
